['Dr. Reshma Phulwar', '11', 'Dentist', '300', '96% ', 'Chembur', 'Mumbai']
['Dr. Debashis Dutta', '9', 'Ayurveda', '200', '100% ', 'Bonhooghly', 'Navi Mumbai']
['Dr. Pawan Kr. Sharma', '13', 'Dentist', '1500', '100% ', 'Rajdanga', 'Allahabad']
['Dr. Jyoti Lakhani', '30', 'Dermatologist', '500', '100% ', 'Bhawanipore', 'Allahabad']
['Dr. Mukesh Kumar', '10', 'Homoeopath', '800', '100% ', 'Ballygunge', 'Allahabad']
['Dr. Sabyasachi Mallick', '14', 'Ayurveda', '2000', '100% ', 'MG Road ', 'Allahabad']
['Dr. Sandipan Chakraborty', '13', 'Dentist', '900', '99% ', 'Ultadanga', 'Allahabad']
['Dr. Tapash Chattopadhyay', '24', 'Dermatologist', '800', '100% ', 'New Town', 'Allahabad']
['Dr. Rajesh Kumar Sharma', '36', 'Homoeopath', '900', '100% ', 'Shyambazar', 'Allahabad']
['Dr. Arnab Ray', '23', 'Ayurveda', '1000', '100% ', 'New Town', 'Allahabad']
['Dr. Saoli Datta Roy', '14', 'Dentist', '1300', '100% ', 'Tollygunge', 'Allahabad']
['Dr. Sawon Barman', '18', 'Dermatologist', '1000', '100% ', 'Haridevpur', 'Allahabad']
['Dr. Vrinda Agarwal', '18', 'Homoeopath', '1000', '96% ', 'Park Street', 'Allahabad']
['Dr. Shiva Shankar Roy', '41', 'Ayurveda', '1000', '100% ', 'Jodhpur Park', 'Allahabad']
['Dr. Soumya Ray', '14', 'Dentist', '1000', '100% ', 'Lake Town', 'Allahabad']
['Dr. Rupesh Kumar Singh', '12', 'Dermatologist', '700', '100% ', 'Salt Lake', 'Allahabad']
['Dr. Shruti Agarwal', '17', 'Homoeopath', '450', '100% ', 'Ballygunge', 'Allahabad']
['Dr. Deepan Chandra', '20', 'Ayurveda', '1500', '100% ', 'Tollygunge', 'Allahabad']
['Dr. Radhika V Goel', '13', 'Dentist', '1700', '100% ', 'Kasba', 'Allahabad']
['Dr. Biswaroop Chandra', '18', 'Dermatologist', '500', '100% ', 'Bansdroni', 'Allahabad']
['Dr. Anirban Bhattacharyya', '34', 'Homoeopath', '1000', '100% ', 'Kankurgachi', 'Allahabad']
['Dr. Abhishek Kumar Ojha', '39', 'Ayurveda', '800', '100% ', 'Belgharia', 'Allahabad']
['Dr. Amit Kumar Pandey', '25', 'Dentist', '1200', '100% ', 'Alipore', 'Allahabad']
['Dr. Garima Jain', '18', 'Dermatologist', '600', '100% ', 'Rash Behari Avenue', 'Allahabad']
['Dr. Wasim Akhtar', '20', 'Homoeopath', '500', '85% ', 'Kamarhati', 'Allahabad']
['Dr. Debayan Bandyapadhyay', '15', 'Ayurveda', '800', '100% ', 'Shyambazar', 'Allahabad']
['Dr. Sayantan Bera', '31', 'Dentist', '300', '100% ', 'Bangur Avenue', 'Allahabad']
['Dr. Karuna Sagar Gangopadhyay', '7', 'Dermatologist', '500', '100% ', 'Southern Avenue', 'Allahabad']
['Dr. Sonali  Mukherjee', '21', 'Homoeopath', '1000', '100% ', 'Sodepur', 'Allahabad']
['Dr. Nandini Kapoor', '28', 'Ayurveda', '300', '100% ', 'New Town', 'Allahabad']
['Dr. Priyanka Ganguly', '14', 'Dentist', '300', '100% ', 'New Town', 'Allahabad']
['Dr. Biswarup Sengupta', '16', 'Dermatologist', '1500', '99% ', 'Mukundapur', 'Allahabad']
['Dr. Ankit Khandelwal', '28', 'Homoeopath', '700', '100% ', 'Bhawanipore', 'Allahabad']
['Dr. Kaustubh Das', '36', 'Ayurveda', '250', '99% ', 'Salt Lake', 'Allahabad']
['Dr. Manish Jha', '45', 'Dentist', '300', '97% ', 'Gariahat', 'Allahabad']
['Dr. Payal Kedia', '12', 'Dermatologist', '700', '97% ', 'Salt Lake', 'Allahabad']
['Dr. Subhas Seth', '9', 'Homoeopath', '500', '97% ', 'Tollygunge', 'Allahabad']
['Dr. Akshay Khandelwal', '23', 'Ayurveda', '500', '96% ', 'Bhawanipore', 'Allahabad']
['Dr. Argha Rudra', '24', 'Dentist', '600', '93% ', 'Behala', 'Howrah']
['Dr. Soumo Mitra', '12', 'Dermatologist', '500', '94% ', 'Kankurgachi', 'Howrah']
['Dr. Jashwant Kr Sinha', '10', 'Homoeopath', '500', '100% ', 'New Alipore', 'Howrah']
['Dr. Arpita Sarkar', '10', 'Ayurveda', '700', '90% ', 'Panchasayar', 'Howrah']
['Dr. Manoj Kumar Singh', '7', 'Dentist', '500', '93% ', 'Baranagar', 'Howrah']
['Dr. Pooja Mehta', '13', 'Dermatologist', '500', '97% ', 'Sarat Bose Road', 'Howrah']
['Dr. Pallabi Ghosh Saha', '21', 'Homoeopath', '500', '94% ', 'Dumdum', 'Howrah']
['Dr. Anuradha Bose', '11', 'Ayurveda', '1000', '89% ', 'New Town', 'Howrah']
['Dr. Sanjoy Sahoo', '11', 'Dentist', '850', '97% ', 'Gariahat', 'Howrah']
['Dr. Ashish Poddar', '42', 'Dermatologist', '800', '98% ', 'Chittaranjan Avenue', 'Howrah']
['Dr. Saptarshi Mukherjee', '14', 'Homoeopath', '800', '93% ', 'Kasba', 'Howrah']
['Dr. Ram Chandra Yadav', '35', 'Ayurveda', '800', '90% ', 'Lake Town', 'Howrah']
['Dr. Ananya Mishra', '8', 'Dentist', '800', '92% ', 'Bhawanipore', 'Howrah']
['Dr. Saumyadeep Ghosh', '12', 'Dermatologist', '700', '95% ', 'Dumdum Road', 'Howrah']
['Dr. Prasenjit Saha', '13', 'Homoeopath', '1000', '98% ', 'Dumdum', 'Howrah']
['Dr. Swetha Ray', '8', 'Ayurveda', '800', '92% ', 'Lake Town', 'Howrah']
['Dr. Malini Roy Bhattacharya', '14', 'Dentist', '850', '94% ', 'Jodhpur Park', 'Howrah']
['Dr. Sharat Megh', '12', 'Dermatologist', '500', '95% ', 'Kalikapur', 'Howrah']
['Dr. Ayon Gupta', '12', 'Homoeopath', '450', '91% ', 'Kankurgachi', 'Howrah']
['Dr. Debalina Choudhury Chandra', '18', 'Ayurveda', '2200', '100% ', 'Bansdroni', 'Howrah']
['Dr. Saurabh Gupta', '19', 'Dentist', '1500', '83% ', 'Kankurgachi', 'Howrah']
['Dr. Baranya Chatterjee', '7', 'Dermatologist', '700', '100% ', 'Bhawanipore', 'Howrah']
['Dr. Shruti Suman', '13', 'Homoeopath', '700', '97% ', 'Sarat Bose Road', 'Howrah']
['Dr. Swapna Haque', '22', 'Ayurveda', '1000', '100% ', 'New Market', 'Howrah']
['Dr. Krishnakali Chatterjee', '15', 'Dentist', '750', '98% ', 'Tollygunge', 'Howrah']
['Dr. Sweta  Gupta', '18', 'Dermatologist', '1200', '100% ', 'New Town', 'Howrah']
['Dr. Subhrajyoti Mukherjee', '33', 'Homoeopath', '1500', '100% ', 'Kankurgachi', 'Howrah']
['Dr. Chetna Tikmani', '17', 'Ayurveda', '300', '100% ', 'New Alipore', 'Howrah']
['Dr. Arka Prova Bhattacharjee', '15', 'Dentist', '299', '100% ', 'Tollygunge', 'Howrah']
['Dr. Shabnam Yasmin', '25', 'Dermatologist', '300', '98% ', 'New Market', 'Howrah']
['Dr. Arshi Pervez', '12', 'Homoeopath', '2000', '96% ', 'Tollygunge', 'Howrah']
['Dr. Sanhita Goswami', '9', 'Ayurveda', '800', '99% ', 'Jadavpur', 'Howrah']
['Dr. Deepshikha Chowdhury', '12', 'Dentist', '300', '99% ', 'Beliaghata', 'Howrah']
['Dr. Sayan Dasgupta', '27', 'Dermatologist', '250', '99% ', 'Kankurgachi', 'Howrah']
['Dr. Tathagata Sinha Roy', '23', 'Homoeopath', '1000', '93% ', 'Golf Green', 'Howrah']
['Dr. Dhiman Ghosh', '23', 'Ayurveda', '1000', '99% ', 'Haltu', 'Howrah']
['Dr. Aureus D Sanyal', '9', 'Dentist', '600', '95% ', 'Salt Lake', 'Ranchi']
['Dr. Soumyadeep Mondol', '16', 'Dermatologist', '300', '100% ', 'Behala', 'Ranchi']
['Dr. Sayan Roy', '14', 'Homoeopath', '500', '94% ', 'Park Street', 'Ranchi']
['Dr. Suvendu Pal', '14', 'Ayurveda', '200', '99% ', 'Sinthi', 'Ranchi']
['Dr. Sanket Chakraverty', '6', 'Dentist', '500', '99% ', 'Rajarhat', 'Ranchi']
['Dr. Sanjay Muhury', '38', 'Dermatologist', '500', '100% ', 'Keshtopur', 'Ranchi']
['Dr. Subrata Das', '16', 'Homoeopath', '600', '94% ', 'Agarpara', 'Ranchi']
['Dr. Saptarshi Datta', '11', 'Ayurveda', '500', '100% ', 'Baghajatin', 'Ranchi']
['Dr. Sultan Ali', '37', 'Dentist', '300', '94% ', 'Bowbazar', 'Ranchi']
['Dr. Saubhik Ghosh', '33', 'Dermatologist', '1000', '83% ', 'Salt Lake', 'Ranchi']
['Dr. Debashish Bera', '19', 'Homoeopath', '800', '97% ', 'Salt Lake', 'Ranchi']
['Dr. Biswajit Panda', '29', 'Ayurveda', '800', '96% ', 'Tollygunge', 'Ranchi']
['Dr. Siddhartha Nath', '22', 'Dentist', '900', '98% ', 'Selimpur', 'Ranchi']
['Dr. Erfan Ali Mondal', '11', 'Dermatologist', '1500', '100% ', 'Mominpur', 'Ranchi']
['Dr. Arka Das', '16', 'Homoeopath', '700', '91% ', 'Santoshpur', 'Ranchi']
['Dr. Anant Pal Singh', '8', 'Ayurveda', '1000', '86% ', 'Netaji Nagar', 'Ranchi']
['Dr. Somik Bose', '13', 'Dentist', '1500', '100% ', 'Bhawanipore', 'Ranchi']
['Dr. Ruchi Lohia', '15', 'Dermatologist', '1500', '97% ', 'Salt Lake', 'Ranchi']
['Dr. Manish Sharma', '11', 'Homoeopath', '800', '95% ', 'Bharthana', 'Ranchi']
['Dr. Nikhil Relhan', '10', 'Ayurveda', '850', '95% ', 'Vesu', 'Ranchi']
['Dr. Chirag Jadvani', '12', 'Dentist', '500', '100% ', 'Katargam', 'Ranchi']
['Dr. Pinak J Kapadia', '32', 'Dermatologist', '1500', '98% ', 'Athwa', 'Ranchi']
['Dr. Preeti R Shah', '9', 'Homoeopath', '700', '97% ', 'Majura Gate', 'Ranchi']
['Dr. Swapnil Mahade', '18', 'Ayurveda', '1000', '97% ', 'Palanpur Nd', 'Ranchi']
['Dr. Jaydeep Mali', '7', 'Dentist', '1500', '96% ', 'Bardoli', 'Ranchi']
['Dr. Patel Pankti', '12', 'Dermatologist', '1000', '100% ', 'Althan', 'Ranchi']
['Dr. Nihar Soni', '8', 'Homoeopath', '450', '100% ', 'Althan', 'Ranchi']
['Dr. Pinak S. Deshpande', '12', 'Ayurveda', '1000', '98% ', 'Vesu', 'Ranchi']
['Dr. Dipak Patel', '16', 'Dentist', '250', '97% ', 'Rander', 'Ranchi']
['Dr. Hitesh Viradiya', '14', 'Dermatologist', '1000', '99% ', 'Mota Varachha', 'Ranchi']
['Dr. Chetan Kakadiya', '18', 'Homoeopath', '250', '96% ', 'Amroli', 'Ranchi']
['Dr. Krutika D. Patel', '9', 'Ayurveda', '500', '98% ', 'Adajan Dn', 'Ranchi']
['Dr. Sharat Gupta', '30', 'Dentist', '300', '86% ', ' City Light Town', 'Ranchi']
['Dr. Niraj Goenka', '31', 'Dermatologist', '700', '96% ', ' City Light Town', 'Ranchi']
['Dr. Aanchal Panth', '31', 'Homoeopath', '299', '100% ', 'Athwalines', 'Ranchi']
['Dr. Abhishek Pilani', '11', 'Ayurveda', '250', '100% ', 'Athwa', 'Ranchi']
['Dr. Mahesh Patel', '28', 'Dentist', '300', '99% ', 'Utran', 'Gwalior']
['Dr. Rajesh Jain', '12', 'Dermatologist', '300', '99% ', 'Majura Gate', 'Gwalior']
['Dr. Ranu Mondal', '13', 'Homoeopath', '300', '99% ', 'Bhestan', 'Gwalior']
['Dr. Neha Bhimashankar', '7', 'Ayurveda', '300', '98% ', 'Athwa', 'Gwalior']
['Dr. Harin Dani', '8', 'Dentist', '300', '100% ', 'Athwa', 'Gwalior']
['Dr. Samuel Ratna Kumar', '13', 'Dermatologist', '700', '95% ', 'Adajan Dn', 'Gwalior']
['Dr. Mukesh P. Khatri', '14', 'Homoeopath', '500', '100% ', 'Palanpur Nd', 'Gwalior']
['Dr. Namrata Surati', '12', 'Ayurveda', '300', '98% ', 'Adajan Dn', 'Gwalior']
['Dr. Hiren P. Ghevariya', '11', 'Dentist', '400', '100% ', 'Sarthana Jakatnaka', 'Gwalior']
['Dr. Ashok K. Vaghani', '25', 'Dermatologist', '300', '100% ', 'Varachha Road', 'Gwalior']
['Dr. Ashok Variya', '15', 'Homoeopath', '500', '84% ', 'Katargam', 'Gwalior']
['Dr. Sandip Virani', '13', 'Ayurveda', '1000', '91% ', 'Nana Varachha', 'Gwalior']
['Dr. Rachana Beladiya', '16', 'Dentist', '200', '100% ', 'Adajan Dn', 'Gwalior']
['Dr. Drashty Kambad', '12', 'Dermatologist', '500', '100% ', 'Piplod', 'Gwalior']
['Dr. Anand Vaidya', '13', 'Homoeopath', '500', '97% ', 'Umra', 'Gwalior']
['Dr. Mayank Shah', '13', 'Ayurveda', '500', '97% ', 'New City Light', 'Gwalior']
['Dr. Nirva Mehta', '13', 'Dentist', '1500', '100% ', 'Majura Gate', 'Gwalior']
['Dr. Sunil C. Pathak', '24', 'Dermatologist', '1000', '95% ', 'Rander', 'Gwalior']
['Dr. Devangi Jogal', '17', 'Homoeopath', '800', '95% ', 'Adajan Dn', 'Gwalior']
['Dr. Yagna S Pathak', '18', 'Ayurveda', '1000', '97% ', 'Rander', 'Gwalior']
['Dr. Atul Bhagat', '23', 'Dentist', '1000', '97% ', 'Adajan Dn', 'Gwalior']
['Dr. Sandip Patel', '10', 'Dermatologist', '1000', '93% ', 'Nanpura', 'Gwalior']
['Dr. Nidhi Kapadia', '11', 'Homoeopath', '1000', '98% ', 'Athwa', 'Gwalior']
['Dr. Ushma K Kakkad', '37', 'Ayurveda', '1200', '100% ', 'Vesu', 'Gwalior']
['Dr. Jagdish Patel', '11', 'Dentist', '800', '99% ', 'Katargam', 'Gwalior']
['Dr. Sejal Shah', '12', 'Dermatologist', '700', '98% ', 'Nanpura', 'Gwalior']
['Dr. Purvil Ganjawala', '13', 'Homoeopath', '700', '50% ', 'Majura Gate', 'Gwalior']
['Dr. Mansi S. Mehta', '41', 'Ayurveda', '450', '99% ', 'Vesu', 'Gwalior']
['Dr. Ashima Relhan', '24', 'Dentist', '450', '97% ', 'Vesu', 'Gwalior']
['Dr. Yash Jethvani', '53', 'Dermatologist', '450', '94% ', 'Athwa', 'Gwalior']
['Dr. Faazil Sopariwala', '21', 'Homoeopath', '450', '88% ', 'Athwa', 'Gwalior']
['Dr. Riddhi Rathi', '24', 'Ayurveda', '700', '100% ', 'Hajira', 'Gwalior']
['Dr. Chintan Bhavasar', '15', 'Dentist', '450', '98% ', 'Udhna', 'Gwalior']
['Dr. Shubhangini Choksi', '19', 'Dermatologist', '450', '98% ', 'Athwalines', 'Gwalior']
['Dr. Brijesh Patel', '24', 'Homoeopath', '1200', '100% ', 'Udhna', 'Gwalior']
['Dr. Payal Choksi', '23', 'Ayurveda', '800', '98% ', 'Majura Gate', 'Gwalior']
['Dr. Suman Agarwal', '24', 'Dentist', '800', '100% ', 'Vesu', 'Jabalpur']
['Dr. Ujwala Vinayak Gavit', '18', 'Dermatologist', '1000', '100% ', 'Athwa', 'Jabalpur']
['Dr. D.J.Golakia', '33', 'Homoeopath', '2000', '100% ', 'Adajan Dn', 'Jabalpur']
['Dr. Nevil Bharatkumar Doctor', '14', 'Ayurveda', '700', '100% ', 'Bhagal', 'Jabalpur']
['Dr. Jinkal Kunjadiya', '21', 'Dentist', '299', '98% ', 'Udhna', 'Jabalpur']
['Dr. Mahesh Patel', '40', 'Dermatologist', '400', '100% ', 'Varachha Road', 'Jabalpur']
['Dr. Anandkumar M. Lakkad', '26', 'Homoeopath', '299', '100% ', 'Varachha Road', 'Jabalpur']
['Dr. Haresh Kakadiya', '34', 'Ayurveda', '1500', '100% ', 'Amroli', 'Jabalpur']
['Dr. Jayesh Ghadiya', '16', 'Dentist', '600', '99% ', 'Sarthana Jakatnaka', 'Jabalpur']
['Dr. S P Maurya', '34', 'Dermatologist', '500', '99% ', 'Pandesara', 'Jabalpur']
['Dr. Vinit K Vyas', '16', 'Homoeopath', '200', '100% ', 'Nanpura', 'Jabalpur']
['Dr. Kashyapsinh Kharachia', '30', 'Ayurveda', '500', '100% ', 'Udhna', 'Jabalpur']
['Dr. Maheshkumar G Dhameliya', '13', 'Dentist', '500', '100% ', 'Kapodra', 'Jabalpur']
['Dr. Zameer F Refai', '12', 'Dermatologist', '500', '83% ', 'Athwa', 'Jabalpur']
['Dr. Hem Modi', '10', 'Homoeopath', '750', '99% ', 'Bhatar', 'Jabalpur']
['Dr. Kajal Manubhai Thakkar', '9', 'Ayurveda', '200', '100% ', 'Adajan Dn', 'Jabalpur']
['Dr. Gaurang R. Lineswala', '9', 'Dentist', '1500', '100% ', 'Majura Gate', 'Jabalpur']
['Dr. Samir J Talati', '13', 'Dermatologist', '500', '100% ', 'Pandesara', 'Jabalpur']
['Dr. Vishal Bhuva', '30', 'Homoeopath', '800', '100% ', 'Vesu', 'Jabalpur']
['Dr. Sanjay C. Jethwa', '10', 'Ayurveda', '2000', '100% ', 'Katargam', 'Jabalpur']
['Dr. Bharat K. Dobariya', '14', 'Dentist', '900', '100% ', 'Varachha Road', 'Jabalpur']
['Dr. G.M. Talaviya', '13', 'Dermatologist', '800', '99% ', 'Bombay Market', 'Jabalpur']
['Dr. Bhagvansinh B. Mahida', '24', 'Homoeopath', '900', '100% ', 'Palanpur Nd', 'Jabalpur']
['Dr. Kanubhai P. Vyas', '36', 'Ayurveda', '1000', '100% ', 'Palanpur Nd', 'Jabalpur']
['Dr. Chandubhai Kavathia', '23', 'Dentist', '1300', '96% ', 'Varachha Road', 'Jabalpur']
['Dr. Hirenkumar B Mistry', '14', 'Dermatologist', '1000', '100% ', 'Athwalines', 'Jabalpur']
['Dr. Kunal Shet', '18', 'Homoeopath', '1000', '67% ', 'Hajira', 'Jabalpur']
['Dr. Nirav Desai', '18', 'Ayurveda', '1000', '100% ', 'Vesu', 'Jabalpur']
['Dr. Sanjay Nakrani', '41', 'Dentist', '1000', '100% ', 'Nana Varachha', 'Jabalpur']
['Dr. Satish M. Gajera', '14', 'Dermatologist', '700', '100% ', 'Amroli', 'Jabalpur']
['Dr. Sagar P. Talaviya', '12', 'Homoeopath', '450', '99% ', 'Sarthana Jakatnaka', 'Jabalpur']
['Dr. Vijay Goyani', '17', 'Ayurveda', '1500', '98% ', 'Varachha Road', 'Jabalpur']
['Dr. M.D. Parvadiya', '20', 'Dentist', '1700', '100% ', 'Sarthana Jakatnaka', 'Jabalpur']
['Dr. Krunal Kosada', '13', 'Dermatologist', '500', '100% ', 'Adajan Dn', 'Jabalpur']
['Dr. Bhavesh Mavani', '18', 'Homoeopath', '1000', '96% ', 'Varachha Road', 'Jabalpur']
['Dr. Jignesh Maniya', '34', 'Ayurveda', '800', '100% ', 'Mota Varachha', 'Jabalpur']
['Dr. Ashish Dholiya', '39', 'Dentist', '1200', '97% ', 'Nana Varachha', 'Coimbatore']
['Dr. Hitesh M Shah', '25', 'Dermatologist', '600', '100% ', 'Pandesara', 'Coimbatore']
['Dr. V.D Chaudhari', '18', 'Homoeopath', '500', '100% ', 'Udhna', 'Coimbatore']
['Dr. Ketan Akbari', '20', 'Ayurveda', '800', '100% ', 'Sarthana Jakatnaka', 'Coimbatore']
['Dr. Shekhar Chaudhari', '15', 'Dentist', '300', '100% ', 'Pandesara', 'Coimbatore']
['Dr. Vikramsinh Atodariya', '31', 'Dermatologist', '500', '99% ', 'Adajan Dn', 'Coimbatore']
['Dr. Purvesh V Makvana', '7', 'Homoeopath', '1000', '100% ', 'Nanpura', 'Coimbatore']
['Dr. Jagdish N. Ahir', '21', 'Ayurveda', '300', '94% ', 'Khatodara', 'Coimbatore']
['Dr. Nitin Shah', '28', 'Dentist', '300', '100% ', 'Vesu', 'Coimbatore']
['Dr. K.J.Rabadiya', '14', 'Dermatologist', '1500', '97% ', 'Varachha Road', 'Coimbatore']
['Dr. Gordhanbhai', '16', 'Homoeopath', '700', '93% ', 'Nana Varachha', 'Coimbatore']
['Dr. Vinod Shihora', '28', 'Ayurveda', '250', '98% ', 'Katargam', 'Coimbatore']
['Dr. Bhupendra D Tandel', '36', 'Dentist', '300', '85% ', 'Palanpur Nd', 'Coimbatore']
['Dr. Viren Mangukiya', '45', 'Dermatologist', '700', '100% ', 'Varachha Road', 'Coimbatore']
['Dr. Ramesh Patel', '12', 'Homoeopath', '500', '98% ', 'Varachha Road', 'Coimbatore']
['Dr. Bhanubhai Ghevariya', '9', 'Ayurveda', '500', '94% ', 'Varachha Road', 'Coimbatore']
['Dr. Mona Shah', '23', 'Dentist', '600', '88% ', 'Athwalines', 'Coimbatore']
['Dr. Ashok G. Chauhan', '24', 'Dermatologist', '500', '98% ', 'Palanpur Nd', 'Coimbatore']
['Dr. Ashok Koladiya', '12', 'Homoeopath', '500', '100% ', 'Varachha Road', 'Coimbatore']
['Dr. Prashant Patel', '10', 'Ayurveda', '700', '100% ', 'Udhna', 'Coimbatore']
['Dr. Mitesh N. Mehta', '10', 'Dentist', '500', '92% ', 'Palanpur Nd', 'Coimbatore']
['Dr. Mukesh D. Gelani', '7', 'Dermatologist', '500', '100% ', 'Varachha Road', 'Coimbatore']
['Dr. Pradip Desai', '13', 'Homoeopath', '500', '100% ', 'Khatodara', 'Coimbatore']
['Dr. Ramesh Zinabhai Patel', '21', 'Ayurveda', '1000', '97% ', 'Varachha Road', 'Coimbatore']
['Dr. Pradip Upadhyay', '11', 'Dentist', '850', '95% ', 'Pandesara', 'Coimbatore']
['Dr. Dhirubhai Savaliya', '11', 'Dermatologist', '800', '96% ', 'Varachha Road', 'Coimbatore']
['Dr. K.D.Savalia', '42', 'Homoeopath', '800', '100% ', 'Varachha Road', 'Coimbatore']
['Dr. Haresh Virani', '14', 'Ayurveda', '800', '97% ', 'Nana Varachha', 'Coimbatore']
['Dr. Vijay Patil', '35', 'Dentist', '800', '97% ', 'Pandesara', 'Coimbatore']
['Dr. Vasant Tamboli', '8', 'Dermatologist', '700', '95% ', 'Adajan Dn', 'Coimbatore']
['Dr. Kirirt Sojitra', '12', 'Homoeopath', '1000', '97% ', 'Katargam', 'Coimbatore']
['Dr. Bhupendrasinh B. Raj', '13', 'Ayurveda', '800', '99% ', 'Bhatar', 'Coimbatore']
['Dr. M. K. Chauhan', '8', 'Dentist', '850', '92% ', 'Varachha Road', 'Coimbatore']
['Dr. Hareshbhai Dave', '14', 'Dermatologist', '500', '99% ', 'Varachha Road', 'Coimbatore']
['Dr. R.B. Lavani', '12', 'Homoeopath', '450', '100% ', 'Katargam', 'Coimbatore']
['Dr. Divyesh B. Mahida', '12', 'Ayurveda', '2200', '99% ', 'Palanpur Nd', 'Coimbatore']
['Dr. Chirag Patel', '18', 'Dentist', '1500', '99% ', 'Katargam', 'Vijayawada']
['Dr. Arvind Katrodiya', '19', 'Dermatologist', '700', '99% ', 'Varachha Road', 'Vijayawada']
['Dr. S.M Ramani', '7', 'Homoeopath', '700', '93% ', 'Varachha Road', 'Vijayawada']
['Dr. Mahesh Bhalala', '13', 'Ayurveda', '1000', '99% ', 'Nana Varachha', 'Vijayawada']
['Dr. Brijesh R Jivani', '22', 'Dentist', '750', '99% ', 'Mota Varachha', 'Vijayawada']
['Dr. Hardip Joshi', '15', 'Dermatologist', '1200', '100% ', 'Khatodara', 'Vijayawada']
['Dr. Dinesh M. Patel', '18', 'Homoeopath', '1500', '93% ', 'Bombay Market', 'Vijayawada']
['Dr. Bharat Bhalani', '33', 'Ayurveda', '300', '98% ', 'Katargam', 'Vijayawada']
['Dr. Falguni V. Shah', '17', 'Dentist', '299', '100% ', 'Rander', 'Vijayawada']
['Dr. Najib Pathan', '15', 'Dermatologist', '300', '91% ', 'Muglisara', 'Vijayawada']
['Dr. N.B. Vasoya', '25', 'Homoeopath', '2000', '96% ', 'Varachha Road', 'Vijayawada']
['Dr. Suresh Kheni', '12', 'Ayurveda', '800', '96% ', 'Varachha Road', 'Vijayawada']
['Dr. Dinesh Kumar Varadia', '9', 'Dentist', '300', '98% ', 'Katargam', 'Vijayawada']
['Dr. Ashok Makani', '12', 'Dermatologist', '250', '82% ', 'Katargam', 'Vijayawada']
['Dr. Rajendrasinh Parmar', '27', 'Homoeopath', '1000', '67% ', 'Adajan Dn', 'Vijayawada']
['Dr. Birja Joshi', '23', 'Ayurveda', '1000', '97% ', 'Palanpur Nd', 'Vijayawada']
['Dr. K.M. Mavani', '23', 'Dentist', '600', '100% ', 'Nana Varachha', 'Vijayawada']
['Dr. Parishit P Doctor', '9', 'Dermatologist', '300', '94% ', 'Rander', 'Vijayawada']
['Dr. Jayesh Katrodiya', '16', 'Homoeopath', '500', '96% ', 'Nana Varachha', 'Vijayawada']
['Dr. Paresh Desai', '14', 'Ayurveda', '200', '96% ', 'Pandesara', 'Vijayawada']
['Dr. Jatin Lalukiya', '14', 'Dentist', '500', '99% ', 'Udhna', 'Vijayawada']
['Dr. Jayant K. Zinzala', '6', 'Dermatologist', '500', '100% ', 'Varachha Road', 'Vijayawada']
['Dr. Dinesh S. Sonawane', '38', 'Homoeopath', '600', '99% ', 'Udhna', 'Vijayawada']
['Dr. Shashvat Joshi', '16', 'Ayurveda', '500', '100% ', 'Althan', 'Vijayawada']
['Dr. Shilpa V. Mehta', '11', 'Dentist', '300', '94% ', 'Palanpur Nd', 'Vijayawada']
['Dr. Jaypal P', '37', 'Dermatologist', '1000', '94% ', 'Rander', 'Vijayawada']
['Dr. Nitin Patel', '33', 'Homoeopath', '800', '100% ', 'Udhna', 'Vijayawada']
['Dr. Sunil Patel', '19', 'Ayurveda', '800', '100% ', 'Nana Varachha', 'Vijayawada']
['Dr. Sanjay Kota', '29', 'Dentist', '900', '100% ', 'Laldarwaja', 'Vijayawada']
['Dr. Rohit Shah', '22', 'Dermatologist', '1500', '91% ', 'Gopipura', 'Vijayawada']
['Dr. Prashnat Patil', '11', 'Homoeopath', '700', '100% ', 'Pandesara', 'Vijayawada']
['Dr. Ashvin Vekariya', '16', 'Ayurveda', '1000', '98% ', 'Varachha Road', 'Vijayawada']
['Dr. Ashok D. Lathiya', '8', 'Dentist', '1500', '92% ', 'Muglisara', 'Vijayawada']
['Dr. Dhiren Desai', '13', 'Dermatologist', '1500', '99% ', 'Bardoli', 'Vijayawada']
['Dr. Mukesh Patel', '15', 'Homoeopath', '800', '96% ', 'Udhna', 'Vijayawada']
['Dr. Dinesh Sayania', '11', 'Ayurveda', '850', '100% ', 'Bhestan', 'Vijayawada']
['Dr. Ashish Makwana', '10', 'Dentist', '500', '98% ', 'Varachha Road', 'Jodhpur']
['Dr. Atul Savaliya', '12', 'Dermatologist', '1500', '93% ', 'Nana Varachha', 'Jodhpur']
['Dr. Vinod.C. Baisane', '32', 'Homoeopath', '700', '100% ', 'Bhestan', 'Jodhpur']
['Dr. Harshal G. Desai', '9', 'Ayurveda', '1000', '97% ', 'Palanpur Nd', 'Jodhpur']
['Dr. Lalit Bharodiya', '18', 'Dentist', '1500', '97% ', 'Varachha Road', 'Jodhpur']
['Dr. Hasmukh Vasoya', '7', 'Dermatologist', '1000', '97% ', 'Nana Varachha', 'Jodhpur']
['Dr. Mitesh A. Patel', '12', 'Homoeopath', '450', '100% ', 'Palanpur Nd', 'Jodhpur']
['Dr. Atul Gosai', '8', 'Ayurveda', '1000', '100% ', 'Bhatar', 'Jodhpur']
['Dr. Jaspal Girase', '12', 'Dentist', '250', '96% ', 'Udhna', 'Jodhpur']
